"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"... the movie is just a [[plain]] old monster . ","... the movie is just a [[plHin]] old monster . ",0.08351624011993408,0.9829519391059875,0,1,0,9,"Successful"
"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its best moments , resembles a bad high school production of grease , without benefit of song . ",0.9204156398773193,0.9204156398773193,1,1,0,1,"Skipped"
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",0.9997329711914062,0.9997329711914062,1,1,0,1,"Skipped"
"the iditarod lasts for days - this just felt like it did . ","the iditarod lasts for days - this just felt like it did . ",0.9965413808822632,0.9965413808822632,1,1,0,1,"Skipped"
"holden caulfield did it [[better]] . ","holden caulfield did it [[betater]] . ",0.13901472091674805,0.2016569972038269,0,0,0,16,"Failed"
"a [[delectable]] and [[intriguing]] thriller filled with surprises , [[read]] my [[lips]] is an original . ","a [[dePectable]] and [[inriguing]] thriller filled with surprises , [[rea]] my [[Xlips]] is an original . ",0.00013458728790283203,0.1381131410598755,1,1,1,41,"Failed"
"seldom has a [[movie]] so closely [[matched]] the [[spirit]] of a [[man]] and his [[work]] . ","seldom has a [[Govie]] so closely [[matche]] the [[siprit]] of a [[mGan]] and his [[wokr]] . ",0.004365503787994385,0.11228185892105103,1,1,1,36,"Failed"
"nicks , [[seemingly]] [[uncertain]] what 's going to make people laugh , runs the gamut from stale parody to raunchy sex [[gags]] to formula romantic comedy . ","nicks , [[seaemingly]] [[uXncertain]] what 's going to make people laugh , runs the gamut from stale parody to raunchy sex [[gas]] to formula romantic comedy . ",0.025876283645629883,0.9902957081794739,0,1,0,29,"Successful"
"the action switches between [[past]] and present , but the material link is too tenuous to anchor the emotional connections that purport to [[span]] a 125-year divide . ","the action switches between [[pxast]] and present , but the material link is too tenuous to anchor the emotional connections that purport to [[psan]] a 125-year divide . ",0.0031847357749938965,0.5459293723106384,0,1,0,23,"Successful"
"it 's an [[offbeat]] [[treat]] that [[pokes]] fun at the [[democratic]] exercise while [[also]] [[examining]] its [[significance]] for those who [[take]] part . ","it 's an [[offbeaZ]] [[reat]] that [[pokeKs]] fun at the [[demFocratic]] exercise while [[aWlso]] [[exImining]] its [[signfiicance]] for those who [[ake]] part . ",7.11679458618164e-05,0.017850100994110107,1,1,1,56,"Failed"
"it 's a cookie-cutter movie , a cut-and-paste job . ","it 's a cookie-cutter movie , a cut-and-paste job . ",0.9012654423713684,0.9012654423713684,1,1,0,1,"Skipped"
"i had to look away - this was god awful . ","i had to look away - this was god awful . ",0.8694299459457397,0.8694299459457397,1,1,0,1,"Skipped"
"[[thanks]] to [[scott]] 's [[charismatic]] [[roger]] and eisenberg 's [[sweet]] nephew , [[roger]] dodger is [[one]] of the most [[compelling]] variations on in the company of [[men]] . ","[[htanks]] to [[Tcott]] 's [[Icharismatic]] [[roge]] and eisenberg 's [[sewet]] nephew , [[rger]] dodger is [[noe]] of the most [[compWlling]] variations on in the company of [[mSn]] . ",0.004325807094573975,0.3955279588699341,1,1,1,71,"Failed"
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0.9925633668899536,0.9925633668899536,1,1,0,1,"Skipped"
"a [[gorgeous]] , [[witty]] , [[seductive]] [[movie]] . ","a [[Torgeous]] , [[wietty]] , [[oseductive]] [[mevie]] . ",3.600120544433594e-05,0.039647817611694336,1,1,1,21,"Failed"
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0.9983431100845337,0.9983431100845337,1,1,0,1,"Skipped"
"it does n't believe in itself , it has no sense of humor ... it 's just [[plain]] bored . ","it does n't believe in itself , it has no sense of humor ... it 's just [[lpain]] bored . ",0.05455130338668823,0.7116684913635254,0,1,0,11,"Successful"
"a sequence of [[ridiculous]] shoot - 'em - up scenes . ","a sequence of [[rGdiculous]] shoot - 'em - up scenes . ",0.008282721042633057,0.8265925645828247,0,1,0,10,"Successful"
"the weight of the [[piece]] , the unerring [[professionalism]] of the [[chilly]] [[production]] , and the [[fascination]] [[embedded]] in the lurid topic [[prove]] [[recommendation]] enough . ","the weight of the [[ipece]] , the unerring [[Arofessionalism]] of the [[Ahilly]] [[prduction]] , and the [[fadscination]] [[embedde]] in the lurid topic [[pFove]] [[ercommendation]] enough . ",5.555152893066406e-05,0.014763295650482178,1,1,1,63,"Failed"
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ",0.9849616885185242,0.9849616885185242,1,1,0,1,"Skipped"
"as surreal as a dream and as [[detailed]] as a [[photograph]] , as [[visually]] dexterous as it is at [[times]] imaginatively [[overwhelming]] . ","as surreal as a dream and as [[detRiled]] as a [[phZtograph]] , as [[visualUy]] dexterous as it is at [[mimes]] imaginatively [[overwhelmind]] . ",0.00013947486877441406,0.05654782056808472,1,1,1,46,"Failed"
"escaping the studio , piccoli is warmly [[affecting]] and so is this adroitly [[minimalist]] movie . ","escaping the studio , piccoli is warmly [[Daffecting]] and so is this adroitly [[miniJalist]] movie . ",0.004831910133361816,0.4443551301956177,1,1,1,40,"Failed"
"there 's ... [[tremendous]] energy from the [[cast]] , a [[sense]] of [[playfulness]] and [[excitement]] that [[seems]] appropriate . ","there 's ... [[tnremendous]] energy from the [[acst]] , a [[kense]] of [[playfuless]] and [[exciteAent]] that [[sees]] appropriate . ",5.1975250244140625e-05,0.16793286800384521,1,1,1,40,"Failed"
"this [[illuminating]] [[documentary]] [[transcends]] our preconceived [[vision]] of the [[holy]] [[land]] and its [[inhabitants]] , [[revealing]] the [[human]] [[complexities]] beneath . ","this [[ilSuminating]] [[Jdocumentary]] [[trandscends]] our preconceived [[vison]] of the [[hoy]] [[ladn]] and its [[inFabitants]] , [[Qevealing]] the [[humVn]] [[Lomplexities]] beneath . ",0.0020471811294555664,0.9058911204338074,1,0,1,57,"Successful"
"the [[subtle]] strength of `` elling '' is that it never loses touch with the reality of the grim situation . ","the [[subGle]] strength of `` elling '' is that it never loses touch with the reality of the grim situation . ",0.12193185091018677,0.8834715485572815,1,0,1,15,"Successful"
"[[holm]] ... [[embodies]] the character with an [[effortlessly]] [[regal]] [[charisma]] . ","[[hdolm]] ... [[ebodies]] the character with an [[eMfortlessly]] [[egal]] [[charism]] . ",0.0008580684661865234,0.04865449666976929,1,1,1,31,"Failed"
"the title not only describes its main characters , but the [[lazy]] people behind the camera as well . ","the title not only describes its main characters , but the [[lay]] people behind the camera as well . ",0.3652467131614685,0.9903652667999268,0,1,0,14,"Successful"
"it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ","it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ",0.5383537411689758,0.5383537411689758,1,1,0,1,"Skipped"
"a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ","a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ",0.9957454204559326,0.9957454204559326,1,1,0,1,"Skipped"
"a [[subtle]] and [[well-crafted]] ( for the most [[part]] ) chiller . ","a [[suLtle]] and [[ewll-crafted]] ( for the most [[aprt]] ) chiller . ",8.83340835571289e-05,0.15491992235183716,1,1,1,20,"Failed"
"has a lot of the virtues of eastwood at his best . ","has a lot of the virtues of eastwood at his best . ",0.7755703330039978,0.7755703330039978,0,0,1,1,"Skipped"
"it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ","it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ",0.9441071152687073,0.9441071152687073,1,1,0,1,"Skipped"
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0.9427089691162109,0.9427089691162109,1,1,0,1,"Skipped"
"for the most [[part]] , [[director]] anne-sophie birot 's first [[feature]] is a [[sensitive]] , [[extraordinarily]] well-acted [[drama]] . ","for the most [[aprt]] , [[diDrector]] anne-sophie birot 's first [[eature]] is a [[sensHitive]] , [[extraodrinarily]] well-acted [[darma]] . ",0.0006083250045776367,0.44310224056243896,1,1,1,49,"Failed"
"[[mr]]. [[tsai]] is a very [[original]] [[artist]] in his [[medium]] , and what [[time]] is it there ? ","[[r]]. [[sai]] is a very [[oIriginal]] [[agrtist]] in his [[mdium]] , and what [[tme]] is it there ? ",0.00039190053939819336,0.05100822448730469,1,1,1,31,"Failed"
"[[sade]] is an [[engaging]] [[look]] at the [[controversial]] eponymous and [[fiercely]] atheistic hero . ","[[sada]] is an [[egnaging]] [[looC]] at the [[cNntroversial]] eponymous and [[fiercly]] atheistic hero . ",0.00905454158782959,0.15575414896011353,1,1,1,41,"Failed"
"so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ","so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ",0.7498524188995361,0.7498524188995361,1,1,0,1,"Skipped"
"a [[tender]] , [[heartfelt]] [[family]] [[drama]] . ","a [[teder]] , [[heaQtfelt]] [[fagmily]] [[dram]] . ",1.52587890625e-05,0.04750251770019531,1,1,1,21,"Failed"
"... a [[hollow]] joke [[told]] by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ","... a [[hjllow]] joke [[Mtold]] by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ",0.012511849403381348,0.6213060021400452,0,1,0,21,"Successful"
"the cold turkey would 've been a far better title . ","the cold turkey would 've been a far better title . ",0.7532106637954712,0.7532106637954712,1,1,0,1,"Skipped"
"manages to be both repulsively sadistic and mundane . ","manages to be both repulsively sadistic and mundane . ",0.996472954750061,0.996472954750061,1,1,0,1,"Skipped"
"it 's just [[disappointingly]] superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just [[disappoiningly]] superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0.32904577255249023,0.8698583841323853,0,1,0,16,"Successful"
"this is a [[story]] of [[two]] misfits who do n't stand a chance alone , but [[together]] they are [[magnificent]] . ","this is a [[sqtory]] of [[tw]] misfits who do n't stand a chance alone , but [[ogether]] they are [[magnificennt]] . ",0.00014126300811767578,0.13320130109786987,1,1,1,45,"Failed"
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0.9792249202728271,0.9792249202728271,1,1,0,1,"Skipped"
"the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ","the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ",0.7835107445716858,0.7835107445716858,0,0,1,1,"Skipped"
"on this tricky [[topic]] , tadpole is very [[much]] a [[step]] in the [[right]] [[direction]] , with its [[blend]] of frankness , civility and [[compassion]] . ","on this tricky [[tVopic]] , tadpole is very [[mch]] a [[tep]] in the [[righ]] [[direciton]] , with its [[bSend]] of frankness , civility and [[coOpassion]] . ",0.0005935430526733398,0.12927693128585815,1,1,1,55,"Failed"
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0.9954641461372375,0.9954641461372375,1,1,0,1,"Skipped"
"you wonder why enough was n't just a music video rather than a [[full-length]] movie . ","you wonder why enough was n't just a music video rather than a [[full-cength]] movie . ",0.09829145669937134,0.865867555141449,0,1,0,13,"Successful"
"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're hard up for raunchy college humor , this is your ticket right here . ",0.655868411064148,0.655868411064148,0,0,1,1,"Skipped"
"a [[fast]] , [[funny]] , highly [[enjoyable]] [[movie]] . ","a [[afst]] , [[fucny]] , highly [[enjoyablYe]] [[mnvie]] . ",2.396106719970703e-05,0.16823112964630127,1,1,1,25,"Failed"
"[[good]] [[old-fashioned]] slash-and-hack is back ! ","[[ood]] [[od-fashioned]] slash-and-hack is back ! ",0.00013113021850585938,0.0006089210510253906,1,1,1,20,"Failed"
"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to skip , even for horror movie fanatics . ",0.9973360896110535,0.9973360896110535,1,1,0,1,"Skipped"
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0.9168965816497803,0.9168965816497803,1,1,0,1,"Skipped"
"[[exquisitely]] [[nuanced]] in [[mood]] tics and [[dialogue]] , this chamber [[drama]] is [[superbly]] acted by the deeply [[appealing]] [[veteran]] bouquet and the [[chilling]] but quite human [[berling]] . ","[[exquilitely]] [[Znuanced]] in [[modo]] tics and [[dalogue]] , this chamber [[dArama]] is [[Vuperbly]] acted by the deeply [[apealing]] [[Zeteran]] bouquet and the [[cQilling]] but quite human [[bSrling]] . ",0.0001169443130493164,0.006822824478149414,1,1,1,85,"Failed"
"uses [[high]] [[comedy]] to [[evoke]] [[surprising]] [[poignance]] . ","uses [[ehigh]] [[cmedy]] to [[voke]] [[surpriing]] [[poigannce]] . ",0.0008698105812072754,0.1008138656616211,1,1,1,31,"Failed"
"[[one]] of creepiest , [[scariest]] [[movies]] to come along in a long , [[long]] [[time]] , [[easily]] rivaling blair witch or the others . ","[[onh]] of creepiest , [[scariesbt]] [[movie]] to come along in a long , [[Blong]] [[tiMme]] , [[ceasily]] rivaling blair witch or the others . ",0.00033414363861083984,0.35218513011932373,1,1,1,71,"Failed"
"a string of rehashed sight [[gags]] based in [[insipid]] vulgarity . ","a string of rehashed sight [[gZgs]] based in [[inipid]] vulgarity . ",0.0003566741943359375,0.804311215877533,0,1,0,16,"Successful"
"[[among]] the year 's most [[intriguing]] [[explorations]] of alientation . ","[[amog]] the year 's most [[Vintriguing]] [[exploraitons]] of alientation . ",2.682209014892578e-05,0.09615617990493774,1,1,1,26,"Failed"
"the movie [[fails]] to live up to the [[sum]] of its parts . ","the movie [[faQils]] to live up to the [[Usum]] of its parts . ",0.0017824769020080566,0.6987553834915161,0,1,0,14,"Successful"
"the son 's room is a triumph of gentility that earns its moments of pathos . ","the son 's room is a triumph of gentility that earns its moments of pathos . ",0.9861596822738647,0.9861596822738647,0,0,1,1,"Skipped"
"there is nothing outstanding about this film , but it is good [[enough]] and will likely be [[appreciated]] most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , but it is good [[enQough]] and will likely be [[appeciated]] most by sailors and folks who know their way around a submarine . ",0.08636373281478882,0.6366699934005737,1,0,1,22,"Successful"
"this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ","this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ",0.7228622436523438,0.7228622436523438,1,1,0,1,"Skipped"
"the draw ( for `` big bad [[love]] '' ) is a [[solid]] [[performance]] by [[arliss]] howard . ","the draw ( for `` big bad [[Slove]] '' ) is a [[olid]] [[perfArmance]] by [[ariss]] howard . ",0.00726848840713501,0.532213568687439,1,0,1,30,"Successful"
"[[green]] might want to hang [[onto]] that ski mask , as robbery may be the only way to pay for his next project . ","[[greVn]] might want to hang [[onRto]] that ski mask , as robbery may be the only way to pay for his next project . ",0.013367056846618652,0.9608147144317627,0,1,0,21,"Successful"
"it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ","it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ",0.9917254447937012,0.9917254447937012,1,1,0,1,"Skipped"
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",0.8500588536262512,0.8500588536262512,0,0,1,1,"Skipped"
"the [[band]] 's [[courage]] in the [[face]] of official repression is [[inspiring]] , [[especially]] for [[aging]] [[hippies]] ( this [[one]] [[included]] ) . ","the [[bad]] 's [[Jourage]] in the [[fce]] of official repression is [[insipring]] , [[especailly]] for [[ging]] [[hippieBs]] ( this [[noe]] [[include]] ) . ",0.00014317035675048828,0.46137499809265137,1,1,1,55,"Failed"
"the movie [[achieves]] as great an [[impact]] by [[keeping]] these [[thoughts]] hidden as ... ( quills ) did by showing them . ","the movie [[acheives]] as great an [[iQpact]] by [[eeping]] these [[thougYts]] hidden as ... ( quills ) did by showing them . ",0.004464268684387207,0.9020722508430481,1,0,1,26,"Successful"
"the film [[flat]] lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film [[flt]] lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0.32714319229125977,0.7481838464736938,0,1,0,15,"Successful"
"[[jaglom]] ... [[put]] ( s ) the audience in the [[privileged]] position of eavesdropping on his [[characters]] ","[[jaWglom]] ... [[pu]] ( s ) the audience in the [[oprivileged]] position of eavesdropping on his [[cahracters]] ",0.04767686128616333,0.4392510652542114,1,1,1,36,"Failed"
"fresnadillo 's dark and jolting [[images]] have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ","fresnadillo 's dark and jolting [[imEges]] have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ",0.31752878427505493,0.5330334901809692,1,0,1,20,"Successful"
"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it held my interest from start to finish . ",0.9978804588317871,0.9978804588317871,0,0,1,1,"Skipped"
"it 's a scattershot affair , but when it [[hits]] its mark it 's [[brilliant]] . ","it 's a scattershot affair , but when it [[hiets]] its mark it 's [[brilKliant]] . ",0.0014177560806274414,0.40795260667800903,1,1,1,24,"Failed"
"hardly a [[masterpiece]] , but it introduces [[viewers]] to a [[good]] charitable enterprise and some [[interesting]] [[real]] [[people]] . ","hardly a [[masXerpiece]] , but it introduces [[viewer]] to a [[god]] charitable enterprise and some [[iFteresting]] [[peal]] [[pople]] . ",0.03107672929763794,0.12142866849899292,1,1,1,50,"Failed"
"you wo n't like roger , but you will [[quickly]] recognize him . ","you wo n't like roger , but you will [[quckly]] recognize him . ",0.407478392124176,0.9980055689811707,0,1,0,11,"Successful"
"if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ","if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ",0.998940110206604,0.998940110206604,0,0,1,1,"Skipped"
"byler [[reveals]] his characters in a [[way]] that [[intrigues]] and [[even]] [[fascinates]] [[us]] , and he [[never]] reduces the situation to [[simple]] [[melodrama]] . ","byler [[rZveals]] his characters in a [[waB]] that [[intrCgues]] and [[evn]] [[fasciEnates]] [[Os]] , and he [[neveu]] reduces the situation to [[sDmple]] [[mMelodrama]] . ",0.0007970929145812988,0.1241229772567749,1,1,1,66,"Failed"
"this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ","this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ",0.7168569564819336,0.7168569564819336,1,1,0,1,"Skipped"
"it 's [[difficult]] to [[imagine]] the process that produced such a script , but here 's guessing that spray [[cheese]] and underarm noises played a crucial role . ","it 's [[diffiFcult]] to [[imXagine]] the process that produced such a script , but here 's guessing that spray [[cehese]] and underarm noises played a crucial role . ",0.03685539960861206,0.5655874013900757,0,1,0,26,"Successful"
"no sophomore [[slump]] for director sam [[mendes]] , who [[segues]] from oscar [[winner]] to oscar-winning potential with a [[smooth]] [[sleight]] of [[hand]] . ","no sophomore [[slum]] for director sam [[Imendes]] , who [[esgues]] from oscar [[winer]] to oscar-winning potential with a [[smoSoth]] [[leight]] of [[haAd]] . ",0.036128878593444824,0.82538241147995,1,0,1,61,"Successful"
"on the whole , the movie [[lacks]] [[wit]] , feeling and [[believability]] to compensate for its [[incessant]] [[coarseness]] and [[banality]] . ","on the whole , the movie [[lacDs]] [[wLit]] , feeling and [[belienvability]] to compensate for its [[inceasant]] [[Woarseness]] and [[bWanality]] . ",0.008082449436187744,0.9590145349502563,0,1,0,47,"Successful"
"why make a documentary about these marginal historical figures ? ","why make a documentary about these marginal historical figures ? ",0.9986860752105713,0.9986860752105713,1,1,0,1,"Skipped"
"[[neither]] parker nor [[donovan]] is a typical romantic [[lead]] , but they [[bring]] a [[fresh]] , [[quirky]] [[charm]] to the [[formula]] . ","[[nAeither]] parker nor [[dFonovan]] is a typical romantic [[lRad]] , but they [[bVring]] a [[fVesh]] , [[qMuirky]] [[harm]] to the [[formulQa]] . ",0.02047419548034668,0.46931523084640503,1,1,1,56,"Failed"
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ","his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0.6215745210647583,0.6215745210647583,1,1,0,1,"Skipped"
"does [[paint]] some [[memorable]] [[images]] ... , but [[makhmalbaf]] keeps her [[distance]] from the characters ","does [[pait]] some [[mekorable]] [[imagNes]] ... , but [[makhamlbaf]] keeps her [[diQstance]] from the characters ",0.0004042983055114746,0.12988799810409546,1,1,1,35,"Failed"
"a gripping movie , played with performances that are all understated and [[touching]] . ","a gripping movie , played with performances that are all understated and [[Dtouching]] . ",0.004608154296875,0.5057080984115601,1,0,1,10,"Successful"
"it 's [[one]] of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against [[success]] are long enough to [[intimidate]] , but short enough to [[make]] a [[dream]] seem possible . ","it 's [[ne]] of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against [[luccess]] are long enough to [[inimidate]] , but short enough to [[maek]] a [[drem]] seem possible . ",0.021380603313446045,0.5086327791213989,1,0,1,45,"Successful"
"combining quick-cut [[editing]] and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","combining quick-cut [[diting]] and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",0.02010655403137207,0.862237811088562,0,1,0,20,"Successful"
"the [[movie]] 's [[relatively]] [[simple]] plot and uncomplicated [[morality]] [[play]] [[well]] with the [[affable]] [[cast]] . ","the [[move]] 's [[qelatively]] [[bsimple]] plot and uncomplicated [[mmorality]] [[lay]] [[ewll]] with the [[afable]] [[ast]] . ",0.00024443864822387695,0.2627055048942566,1,1,1,51,"Failed"
