"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the [[mesmerizing]] performances of the leads keep the film grounded and keep the audience riveted . ","the [[mdsmerizing]] performances of the leads keep the film grounded and keep the audience riveted . ",0.05635666847229004,0.49616485834121704,1,1,1,342,"Failed"
"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0.6973544955253601,0.6973544955253601,1,1,0,1,"Skipped"
"... the film suffers from a lack of humor ( something needed to balance out the [[violence]] ) ... ","... the film suffers from a lack of humor ( something needed to balance out the [[vbiolence]] ) ... ",0.03352385759353638,0.06886708736419678,0,0,0,253,"Failed"
"we root for ( clara and paul ) , even like them , though perhaps it 's an [[emotion]] closer to pity . ","we root for ( clara and paul ) , even like them , though perhaps it 's an [[emption]] closer to pity . ",0.46933192014694214,0.8534806966781616,1,0,1,232,"Successful"
"even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[lacks]] both thrills and humor . ","even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[lacus]] both thrills and humor . ",0.481262743473053,0.6532642841339111,0,1,0,297,"Successful"
"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , [[song]] , and high drama . ","a gorgeous , high-spirited musical from india that exquisitely blends music , dance , [[sMong]] , and high drama . ",0.0004318356513977051,0.002720654010772705,1,1,1,394,"Failed"
"the [[emotions]] are raw and will strike a nerve with anyone who 's ever had family trauma . ","the [[enotions]] are raw and will strike a nerve with anyone who 's ever had family trauma . ",0.23363757133483887,0.8590583801269531,1,0,1,196,"Successful"
"audrey tatou has a knack for picking roles that magnify her outrageous [[charm]] , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ","audrey tatou has a knack for picking roles that magnify her outrageous [[cWharm]] , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ",0.0026913881301879883,0.05975019931793213,1,1,1,529,"Failed"
"... the movie is just a [[plain]] old monster . ","... the movie is just a [[pain]] old monster . ",0.01710808277130127,0.7352381944656372,0,1,0,83,"Successful"
"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its best moments , resembles a bad high school production of grease , without benefit of song . ",0.8935447335243225,0.8935447335243225,1,1,0,1,"Skipped"
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",0.8241676092147827,0.8241676092147827,1,1,0,1,"Skipped"
"the iditarod lasts for days - this just felt [[like]] it did . ","the iditarod lasts for days - this just felt [[lile]] it did . ",0.25896042585372925,0.3026382327079773,0,0,0,119,"Failed"
"holden caulfield did it [[better]] . ","holden caulfield did it [[beter]] . ",0.09066057205200195,0.1304093599319458,0,0,0,116,"Failed"
"a delectable and [[intriguing]] thriller filled with surprises , read my lips is an original . ","a delectable and [[ibtriguing]] thriller filled with surprises , read my lips is an original . ",0.0007984042167663574,0.011381268501281738,1,1,1,324,"Failed"
"seldom has a movie so closely matched the [[spirit]] of a man and his work . ","seldom has a movie so closely matched the [[sLpirit]] of a man and his work . ",0.12517178058624268,0.4144667983055115,1,1,1,173,"Failed"
"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex [[gags]] to formula romantic comedy . ","nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex [[gads]] to formula romantic comedy . ",0.02933269739151001,0.08911693096160889,0,0,0,469,"Failed"
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to [[span]] a 125-year divide . ","the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to [[sApan]] a 125-year divide . ",0.05431413650512695,0.10093039274215698,0,0,0,487,"Failed"
"it 's an [[offbeat]] treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ","it 's an [[oOffbeat]] treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ",0.001125633716583252,0.004621744155883789,1,1,1,369,"Failed"
"it 's a [[cookie-cutter]] movie , a cut-and-paste job . ","it 's a [[cookiecutter]] movie , a cut-and-paste job . ",0.43112844228744507,0.5492657423019409,0,1,0,175,"Successful"
"i had to look [[away]] - this was god awful . ","i had to look [[asay]] - this was god awful . ",0.0706440806388855,0.12559425830841064,0,0,0,52,"Failed"
"[[thanks]] to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","[[tYhanks]] to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",0.07675588130950928,0.26333731412887573,1,1,1,461,"Failed"
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0.7813029885292053,0.7813029885292053,1,1,0,1,"Skipped"
"a gorgeous , [[witty]] , seductive movie . ","a gorgeous , [[wifty]] , seductive movie . ",0.0003376007080078125,0.042155921459198,1,1,1,145,"Failed"
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0.7165178060531616,0.7165178060531616,1,1,0,1,"Skipped"
"it does n't believe in itself , it has no sense of humor ... it 's just [[plain]] bored . ","it does n't believe in itself , it has no sense of humor ... it 's just [[pain]] bored . ",0.026750683784484863,0.33446425199508667,0,0,0,126,"Failed"
"a sequence of [[ridiculous]] shoot - 'em - up scenes . ","a sequence of [[rdiculous]] shoot - 'em - up scenes . ",0.01023334264755249,0.23869365453720093,0,0,0,156,"Failed"
"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid [[topic]] prove recommendation enough . ","the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid [[tiopic]] prove recommendation enough . ",0.1858994960784912,0.39547765254974365,1,1,1,594,"Failed"
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is [[short]] on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is [[stort]] on the thrills the oversize medium demands . ",0.44620996713638306,0.5883873701095581,0,1,0,543,"Successful"
"as surreal as a [[dream]] and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as surreal as a [[dSream]] and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ",0.07353448867797852,0.36825722455978394,1,1,1,448,"Failed"
"escaping the studio , piccoli is warmly [[affecting]] and so is this adroitly minimalist movie . ","escaping the studio , piccoli is warmly [[aAffecting]] and so is this adroitly minimalist movie . ",0.061724305152893066,0.35450685024261475,1,1,1,323,"Failed"
"there 's ... tremendous energy from the cast , a sense of playfulness and [[excitement]] that seems appropriate . ","there 's ... tremendous energy from the cast , a sense of playfulness and [[eccitement]] that seems appropriate . ",0.006401777267456055,0.08158600330352783,1,1,1,343,"Failed"
"this [[illuminating]] documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this [[illumonating]] documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",0.0063530802726745605,0.11508595943450928,1,1,1,587,"Failed"
"the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ","the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ",0.5349675416946411,0.5349675416946411,0,0,1,1,"Skipped"
"[[holm]] ... embodies the character with an effortlessly regal charisma . ","[[hcolm]] ... embodies the character with an effortlessly regal charisma . ",0.002559065818786621,0.0279807448387146,1,1,1,269,"Failed"
"the title not only describes its main characters , but the [[lazy]] people behind the camera as well . ","the title not only describes its main characters , but the [[lay]] people behind the camera as well . ",0.04781758785247803,0.1308158040046692,0,0,0,271,"Failed"
"it offers little [[beyond]] the momentary joys of pretty and weightless intellectual entertainment . ","it offers little [[bZeyond]] the momentary joys of pretty and weightless intellectual entertainment . ",0.1905975341796875,0.6012418270111084,0,1,0,408,"Successful"
"a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ","a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ",0.9211929440498352,0.9211929440498352,1,1,0,1,"Skipped"
"a [[subtle]] and well-crafted ( for the most part ) chiller . ","a [[sbtle]] and well-crafted ( for the most part ) chiller . ",0.007043361663818359,0.5304065942764282,1,0,1,153,"Successful"
"has a lot of the virtues of eastwood at his best . ","has a lot of the virtues of eastwood at his best . ",0.9062044024467468,0.9062044024467468,0,0,1,1,"Skipped"
"it 's hampered by a lifetime-channel [[kind]] of plot and a lead actress who is out of her depth . ","it 's hampered by a lifetime-channel [[kid]] of plot and a lead actress who is out of her depth . ",0.25769925117492676,0.3149859309196472,0,0,0,248,"Failed"
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0.5892020463943481,0.5892020463943481,1,1,0,1,"Skipped"
"for the most part , director anne-sophie birot 's first feature is a [[sensitive]] , extraordinarily well-acted drama . ","for the most part , director anne-sophie birot 's first feature is a [[sdnsitive]] , extraordinarily well-acted drama . ",0.010078787803649902,0.1690956950187683,1,1,1,439,"Failed"
"mr. tsai is a very [[original]] artist in his medium , and what time is it there ? ","mr. tsai is a very [[oJriginal]] artist in his medium , and what time is it there ? ",0.0049169063568115234,0.037879228591918945,1,1,1,145,"Failed"
"sade is an [[engaging]] look at the controversial eponymous and fiercely atheistic hero . ","sade is an [[ebgaging]] look at the controversial eponymous and fiercely atheistic hero . ",0.050492286682128906,0.3948151469230652,1,1,1,329,"Failed"
"so devoid of any kind of intelligible story that it makes films like xxx and collateral [[damage]] seem like thoughtful treatises ","so devoid of any kind of intelligible story that it makes films like xxx and collateral [[damae]] seem like thoughtful treatises ",0.07496178150177002,0.16247570514678955,0,0,0,445,"Failed"
"a tender , [[heartfelt]] family drama . ","a tender , [[haertfelt]] family drama . ",0.0013148188591003418,0.213326096534729,1,1,1,138,"Failed"
"... a [[hollow]] joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ","... a [[hillow]] joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ",0.1321229338645935,0.2616955041885376,0,0,0,401,"Failed"
"the cold turkey would 've been a far better [[title]] . ","the cold turkey would 've been a far better [[titTle]] . ",0.047532081604003906,0.107818603515625,0,0,0,118,"Failed"
"manages to be both repulsively sadistic and mundane . ","manages to be both repulsively sadistic and mundane . ",0.6087884902954102,0.6087884902954102,1,1,0,1,"Skipped"
"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0.5525509119033813,0.5525509119033813,1,1,0,1,"Skipped"
"this is a story of two misfits who do n't stand a chance alone , but together they are [[magnificent]] . ","this is a story of two misfits who do n't stand a chance alone , but together they are [[mabnificent]] . ",0.10513687133789062,0.35058820247650146,1,1,1,261,"Failed"
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0.7117130756378174,0.7117130756378174,1,1,0,1,"Skipped"
"the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ","the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ",0.7712064981460571,0.7712064981460571,0,0,1,1,"Skipped"
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of [[frankness]] , civility and compassion . ","on this tricky topic , tadpole is very much a step in the right direction , with its blend of [[fankness]] , civility and compassion . ",0.2178608775138855,0.4937651753425598,1,1,1,376,"Failed"
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0.7002923488616943,0.7002923488616943,1,1,0,1,"Skipped"
"you wonder why enough was n't just a music [[video]] rather than a full-length movie . ","you wonder why enough was n't just a music [[vireo]] rather than a full-length movie . ",0.187599778175354,0.26246178150177,0,0,0,229,"Failed"
"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're hard up for raunchy college humor , this is your ticket right here . ",0.8527098894119263,0.8527098894119263,0,0,1,1,"Skipped"
"a fast , funny , highly [[enjoyable]] movie . ","a fast , funny , highly [[eJnjoyable]] movie . ",0.0057724714279174805,0.6703797578811646,1,0,1,145,"Successful"
"[[good]] old-fashioned slash-and-hack is back ! ","[[giod]] old-fashioned slash-and-hack is back ! ",0.11716902256011963,0.6323758363723755,1,0,1,203,"Successful"
"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to skip , even for horror movie fanatics . ",0.7358611226081848,0.7358611226081848,1,1,0,1,"Skipped"
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0.9260218143463135,0.9260218143463135,1,1,0,1,"Skipped"
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply [[appealing]] veteran bouquet and the chilling but quite human berling . ","exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply [[aeppealing]] veteran bouquet and the chilling but quite human berling . ",0.003798186779022217,0.03442472219467163,1,1,1,572,"Failed"
"uses [[high]] comedy to evoke surprising poignance . ","uses [[hgih]] comedy to evoke surprising poignance . ",0.08297193050384521,0.5635356903076172,1,0,1,201,"Successful"
"one of creepiest , [[scariest]] movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , [[sXcariest]] movies to come along in a long , long time , easily rivaling blair witch or the others . ",0.3698970675468445,0.7278528213500977,1,0,1,354,"Successful"
"a string of rehashed sight [[gags]] based in insipid vulgarity . ","a string of rehashed sight [[gars]] based in insipid vulgarity . ",0.0005848407745361328,0.005340993404388428,0,0,0,246,"Failed"
"among the year 's most [[intriguing]] explorations of alientation . ","among the year 's most [[iNntriguing]] explorations of alientation . ",0.003081679344177246,0.3910057544708252,1,1,1,237,"Failed"
"the movie [[fails]] to live up to the sum of its parts . ","the movie [[fils]] to live up to the sum of its parts . ",0.005833029747009277,0.027117669582366943,0,0,0,81,"Failed"
"the son 's room is a triumph of gentility that earns its moments of pathos . ","the son 's room is a triumph of gentility that earns its moments of pathos . ",0.8986088037490845,0.8986088037490845,0,0,1,1,"Skipped"
"there is nothing outstanding about this film , but it is good enough and will likely be [[appreciated]] most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , but it is good enough and will likely be [[aOppreciated]] most by sailors and folks who know their way around a submarine . ",0.027115046977996826,0.25902044773101807,1,1,1,414,"Failed"
"this is a train wreck of an action film -- a [[stupefying]] attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ","this is a train wreck of an action film -- a [[sfupefying]] attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ",0.282883882522583,0.4839904308319092,0,0,0,695,"Failed"
"the draw ( for `` big bad love '' ) is a [[solid]] performance by arliss howard . ","the draw ( for `` big bad love '' ) is a [[sholid]] performance by arliss howard . ",0.039257943630218506,0.5051933526992798,1,0,1,180,"Successful"
"green might want to hang [[onto]] that ski mask , as robbery may be the only way to pay for his next project . ","green might want to hang [[ongo]] that ski mask , as robbery may be the only way to pay for his next project . ",0.08417761325836182,0.4050523638725281,0,0,0,195,"Failed"
"it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ","it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ",0.7255329489707947,0.7255329489707947,1,1,0,1,"Skipped"
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",0.9686914682388306,0.9686914682388306,0,0,1,1,"Skipped"
"the band 's courage in the face of official repression is inspiring , [[especially]] for aging hippies ( this one included ) . ","the band 's courage in the face of official repression is inspiring , [[eapecially]] for aging hippies ( this one included ) . ",0.061560630798339844,0.6310486793518066,1,0,1,388,"Successful"
"the movie [[achieves]] as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ","the movie [[aSchieves]] as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ",0.09156548976898193,0.4571852684020996,1,1,1,301,"Failed"
"the film [[flat]] lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film [[fiat]] lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0.32258039712905884,0.8908390402793884,0,1,0,294,"Successful"
"jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ","jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ",0.69753098487854,0.69753098487854,0,0,1,1,"Skipped"
"fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ","fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ",0.5477607250213623,0.5477607250213623,0,0,1,1,"Skipped"
"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it held my interest from start to finish . ",0.9707456827163696,0.9707456827163696,0,0,1,1,"Skipped"
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , but when it hits its mark it 's brilliant . ",0.6337877511978149,0.6337877511978149,0,0,1,1,"Skipped"
"hardly a [[masterpiece]] , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a [[maHsterpiece]] , but it introduces viewers to a good charitable enterprise and some interesting real people . ",0.1269068717956543,0.40490955114364624,1,1,1,450,"Failed"
"you wo n't like roger , but you will quickly recognize him . ","you wo n't like roger , but you will quickly recognize him . ",0.6747038960456848,0.6747038960456848,1,1,0,1,"Skipped"
"if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ","if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ",0.9920511841773987,0.9920511841773987,0,0,1,1,"Skipped"
"byler [[reveals]] his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler [[rFeveals]] his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",0.10261380672454834,0.3759782910346985,1,1,1,451,"Failed"
"this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its [[ugly]] and diverse forms . ","this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its [[uKgly]] and diverse forms . ",0.20678162574768066,0.569631814956665,0,1,0,477,"Successful"
"it 's difficult to [[imagine]] the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's difficult to [[iagine]] the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0.01694577932357788,0.14439362287521362,0,0,0,469,"Failed"
"no sophomore slump for director sam mendes , who segues from oscar [[winner]] to oscar-winning potential with a smooth sleight of hand . ","no sophomore slump for director sam mendes , who segues from oscar [[wiYnner]] to oscar-winning potential with a smooth sleight of hand . ",0.3372037410736084,0.800973653793335,1,0,1,443,"Successful"
"on the [[whole]] , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the [[while]] , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0.04452258348464966,0.1973462700843811,0,0,0,408,"Failed"
"why make a documentary about these marginal historical figures ? ","why make a documentary about these marginal historical figures ? ",0.9446172714233398,0.9446172714233398,1,1,0,1,"Skipped"
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky [[charm]] to the formula . ","neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky [[cahrm]] to the formula . ",0.006317496299743652,0.09596419334411621,1,1,1,341,"Failed"
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ","his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0.6428242921829224,0.6428242921829224,1,1,0,1,"Skipped"
"does paint some [[memorable]] images ... , but makhmalbaf keeps her distance from the characters ","does paint some [[mTemorable]] images ... , but makhmalbaf keeps her distance from the characters ",0.013520777225494385,0.20195353031158447,1,1,1,295,"Failed"
"a gripping movie , played with performances that are all understated and [[touching]] . ","a gripping movie , played with performances that are all understated and [[tiuching]] . ",0.009167373180389404,0.0791056752204895,1,1,1,286,"Failed"
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ","it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ",0.7200003266334534,0.7200003266334534,0,0,1,1,"Skipped"
"combining quick-cut [[editing]] and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","combining quick-cut [[exiting]] and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",0.21418404579162598,0.5139384269714355,0,1,0,460,"Successful"
"the movie 's [[relatively]] simple plot and uncomplicated morality play well with the affable cast . ","the movie 's [[rdlatively]] simple plot and uncomplicated morality play well with the affable cast . ",0.02785593271255493,0.17293179035186768,1,1,1,326,"Failed"
"what the director ca n't do is make either of val kilmer 's two personas interesting or worth [[caring]] about . ","what the director ca n't do is make either of val kilmer 's two personas interesting or worth [[caging]] about . ",0.2644549608230591,0.3159483075141907,0,0,0,293,"Failed"
"too often , the viewer is n't reacting to humor so much as they are [[wincing]] back in repugnance . ","too often , the viewer is n't reacting to humor so much as they are [[wining]] back in repugnance . ",0.14560037851333618,0.33181989192962646,0,0,0,245,"Failed"
"it 's great [[escapist]] fun that recreates a place and time that will never happen again . ","it 's great [[ePscapist]] fun that recreates a place and time that will never happen again . ",0.002827584743499756,0.034539639949798584,1,1,1,204,"Failed"
"scores no points for originality , wit , or intelligence . ","scores no points for originality , wit , or intelligence . ",0.9309559464454651,0.9309559464454651,1,1,0,1,"Skipped"
"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ","there is n't nearly enough fun here , despite the presence of some appealing ingredients . ",0.960383951663971,0.960383951663971,1,1,0,1,"Skipped"
"hilariously inept and ridiculous . ","hilariously inept and ridiculous . ",0.9983621835708618,0.9983621835708618,0,0,1,1,"Skipped"
"this movie is [[maddening]] . ","this movie is [[maOddening]] . ",0.036832213401794434,0.4912726879119873,0,0,0,77,"Failed"
"it haunts you , you ca n't forget it , you admire its [[conception]] and are able to resolve some of the confusions you had while watching it . ","it haunts you , you ca n't forget it , you admire its [[cBonception]] and are able to resolve some of the confusions you had while watching it . ",0.02475529909133911,0.1392611861228943,1,1,1,311,"Failed"
"sam mendes has become valedictorian at the school for soft landings and easy ways out . ","sam mendes has become valedictorian at the school for soft landings and easy ways out . ",0.6231507062911987,0.6231507062911987,1,1,0,1,"Skipped"
"one of the [[smartest]] takes on singles culture i 've seen in a long time . ","one of the [[sLmartest]] takes on singles culture i 've seen in a long time . ",0.06498026847839355,0.6247625946998596,1,0,1,188,"Successful"
"moody , heartbreaking , and filmed in a natural , unforced style that [[makes]] its characters seem entirely convincing even when its script is not . ","moody , heartbreaking , and filmed in a natural , unforced style that [[maYkes]] its characters seem entirely convincing even when its script is not . ",0.09780317544937134,0.32412558794021606,1,1,1,487,"Failed"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.9092575311660767,0.9092575311660767,1,1,0,1,"Skipped"
"comes ... uncomfortably [[close]] to coasting in the treads of the bicycle thief . ","comes ... uncomfortably [[clise]] to coasting in the treads of the bicycle thief . ",0.10584062337875366,0.31888437271118164,0,0,0,266,"Failed"
"[[warm]] water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ","[[wadm]] water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",0.0004742145538330078,0.004151582717895508,1,1,1,512,"Failed"
"it [[seems]] to me the film is about the art of ripping people off without ever letting them consciously know you have done so ","it [[seeks]] to me the film is about the art of ripping people off without ever letting them consciously know you have done so ",0.35520225763320923,0.4264058470726013,0,0,0,276,"Failed"
"old-form moviemaking at its best . ","old-form moviemaking at its best . ",0.9459440112113953,0.9459440112113953,0,0,1,1,"Skipped"
"[[turns]] potentially forgettable formula into something strangely diverting . ","[[thrns]] potentially forgettable formula into something strangely diverting . ",0.051580846309661865,0.39522475004196167,1,1,1,352,"Failed"
"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ",0.6946185827255249,0.6946185827255249,0,0,1,1,"Skipped"
"a movie that reminds us of just how [[exciting]] and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ","a movie that reminds us of just how [[ecciting]] and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ",0.002971351146697998,0.028356194496154785,1,1,1,384,"Failed"
"confirms the nagging suspicion that ethan hawke would be even [[worse]] behind the camera than he is in front of it . ","confirms the nagging suspicion that ethan hawke would be even [[woese]] behind the camera than he is in front of it . ",0.0225677490234375,0.4613785147666931,0,0,0,328,"Failed"
